subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,yes
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.8,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,1,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.78,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,1,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.82,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
66,,,female,no,yes,,108106,8,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
67,What people think about the possibilities of improving their abilities,,male,no,no,,223965,11,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
68,"To see how people place value on different goals and objectives And to see how people value intelligence and how people view levels of intelligence If they think its something that can be changed or if its something youre just \""""born with\"""" and that even if you work hard you cant chance your basic level of intelligence Youll also take demographics into account when viewing the user data to see if it affects our thoughts and opinions on the subject",I enjoyed this study and wish to thank you for the chance to participate in it I hope my answers are beneficial to you,female,no,yes,,263010,10,being good at math,doing well on this test,doing well on future tests,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
